CONSOLE MESSAGE: line 228: x: 0, y: 0, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 224, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 224, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 224, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 224, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 224, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 224, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 224, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 224, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 224, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 224, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 224, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 224, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 224, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 208, y: 224, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 224, y: 224, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 240, y: 224, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 256, y: 224, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 272, y: 224, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 288, y: 224, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 304, y: 224, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 320, y: 224, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 336, y: 224, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 352, y: 224, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 368, y: 224, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 0, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 16, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 32, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 48, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 64, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 80, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 96, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 112, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 128, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 144, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 160, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 176, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 192, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 208, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 224, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 240, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 256, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 272, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 288, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 304, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 320, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 336, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 352, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 368, y: 240, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 0, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 256, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 272, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 272, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 336, y: 272, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 352, y: 272, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 368, y: 272, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 0, y: 288, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 16, y: 288, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 32, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 288, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 304, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 320, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 320, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 320, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 320, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 320, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 320, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 320, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 320, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 144, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 160, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 176, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 192, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 208, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 224, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 240, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 256, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 272, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 288, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 304, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 320, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 336, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 352, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 368, y: 320, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 0, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 16, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 32, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 48, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 64, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 80, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 96, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 112, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 128, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 144, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 160, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 176, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 192, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 208, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 224, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 240, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 256, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 272, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 288, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 304, y: 336, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 320, y: 336, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 336, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 336, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 336, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 352, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 368, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 368, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 368, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 368, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 368, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 368, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 368, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 368, quality: high, premul: undefined, flip: false

